,Unnamed: 0.1,start,end,strand,utr5,genes,utrs,Osize,newRPK
1669,ftsB,2870530,2870996,1,ftsB-,['ftsB'],['ftsB-'],1,72.00978104419242
1670,ygbE,2871035,2871358,1,,['ygbE'],,1,13.77162153957437
1671,cysDNC,2871408,2874391,1,cysD-,"['cysD', 'cysN', 'cysC']","['cysD-', 'cysD-cysN']",3,3.919570126498662
1672,iap,2874568,2875639,0,iap - ,['iap'],['iap-'],1,0.8413357767043879
1673,casABCDE12,2876590,2882159,1,,"['casA', 'casB', 'casC', 'casD', 'casE', 'cas1', 'cas2']","['casB-casC', 'casC-casD', 'casE-cas1', 'cas1-cas2']",7,1.9119539433318082
1674,cas3,2882574,2885240,1,,['cas3'],,1,0.37004939437524387
1675,cysJIH,2885599,2889984,1,cysJ-,"['cysJ', 'cysI', 'cysH']","['cysJ-', 'cysI-cysH']",3,1.4083154434891043
1676,queD,2890211,2890600,0,queD - ,['queD'],['queD-'],1,3.843985173547935
1677,ygcNOP,2890678,2892792,0,,"['ygcN', 'ygcO', 'ygcP']",['ygcO-ygcP'],3,7.616971307470007
1678,ygcRQ,2892940,2894576,1,,"['ygcR', 'ygcQ']",,2,3.4510827248051927
1679,ygcS,2894554,2895891,1,,['ygcS'],,1,2.3995904711196316
1680,ygcU,2895985,2897439,1,,['ygcU'],,1,0.6171382545066287
1681,ygcW,2897509,2898294,1,,['ygcW'],,1,0.18042148868861316
1682,yqcE-ygcE,2898613,2901395,0,,"['yqcE', 'ygcE']",['yqcE-ygcE'],2,0.26570788565540443
1683,queE,2902768,2903439,1,,['queE'],,1,17.065819268813534
1684,ygcG,2903732,2904604,0,,['ygcG'],,1,0.13749938266836187
1685,pyrG-eno,2904664,2907816,1,pyrG-,"['pyrG', 'eno']","['pyrG-', 'pyrG-eno']",2,180.3249575848815
1686,relA-mazEFG,2907915,2911672,1,,"['relA', 'mazE', 'mazF', 'mazG']","['relA-mazE', 'mazF-mazG']",4,16.5792847040465
1687,rlmD,2911720,2913050,1,rlmD-,['rlmD'],['rlmD-'],1,12.854523323345742
1688,barA,2913078,2915834,0,,['barA'],,1,2.770993331065245
1689,gudPXD,2916066,2920121,1,,"['gudP', 'gudX', 'gudD']","['gudP-gudX', 'gudX-gudD']",3,3.185498569913488
1690,yqcC-truC-yqcA,2920556,2922158,1,yqcC-,"['yqcC', 'truC', 'yqcA']","['yqcC-', 'truC-yqcA']",3,11.669722801350707
1691,csrB,2922177,2922549,1,csrB-,['csrB'],['csrB-'],1,511.7153218940137
1692,syd,2922756,2923334,1,syd-,['syd'],['syd-'],1,5.411366265627606
1693,queF,2923369,2924217,0,,['queF'],,1,3.7069064882111826
1694,ygdH,2924293,2925693,0,ygdH - ,['ygdH'],['ygdH-'],1,9.201976887125014
1695,sdaCB,2926250,2928964,0,,"['sdaC', 'sdaB']",['sdaC-sdaB'],2,283.7287510949077
1696,ygdG,2928986,2929831,0,,['ygdG'],,1,33.31295918744139
1697,fucAO,2929886,2931709,1,,"['fucA', 'fucO']",['fucA-fucO'],2,18.48095992124664
1698,fucPIKUR,2932256,2938120,0,,"['fucP', 'fucI', 'fucK', 'fucU', 'fucR']","['fucP-fucI', 'fucI-fucK', 'fucK-fucU', 'fucU-fucR']",5,6.804208817894784
1699,rlmM,2938164,2939264,1,,['rlmM'],,1,46.1938669731615
1700,ygdD,2939257,2939652,1,,['ygdD'],,1,58.16547244234308
1701,gcvA,2939671,2940588,1,,['gcvA'],,1,13.417296498312071
1702,gcvB,2940717,2940921,0,,['gcvB'],,1,11506.488364152467
1703,ygdI,2940939,2941234,1,ygdI-,['ygdI'],['ygdI-'],1,1.8215058005196925
1704,csdAE,2941340,2943006,0,csdA - ,"['csdA', 'csdE']",['csdA-'],2,23.18042354398039
1705,tcdA,2943057,2943863,1,,['tcdA'],,1,125.12478174638048
1706,mltA,2944102,2945199,1,,['mltA'],,1,63.04094658194845
1707,metZWV,2945408,2945704,0,,"['metZ', 'metW', 'metV']","['metZ-metW', 'metW-metV']",3,1213.0781577227776
1708,amiC,2945778,2947085,1,amiC-,['amiC'],['amiC-'],1,22.37882780099717
1709,argA,2947263,2948594,0,,['argA'],,1,2.046797026964692
1710,ptrA-recBD,2948656,2956905,1,,"['ptrA', 'recB', 'recD']",,3,20.93563393750388
1711,ppdAB-ygdB-ppdC-recC,2957081,2962198,1,,"['ppdA', 'ppdB', 'ygdB', 'ppdC', 'recC']",['ppdC-recC'],5,23.551359789125467
1712,lgt-thyA,2962382,2964138,1,lgt-,"['lgt', 'thyA']","['lgt-', 'lgt-thyA']",2,60.53591277342138
1713,rppH-ptsP,2964209,2966998,1,,"['rppH', 'ptsP']",['rppH-ptsP'],2,50.98028920835379
1714,mutH,2967683,2968372,0,,['mutH'],,1,3.402637975570713
1715,ygdQ,2968415,2969154,0,ygdQ - ,['ygdQ'],['ygdQ-'],1,17.411039934786572
1716,ygdR,2969259,2969510,0,ygdR - ,['ygdR'],['ygdR-'],1,7.052569954997807
1717,tas,2969586,2970658,0,tas - ,['tas'],['tas-'],1,13.042349842638991
1718,aas-lplT,2970690,2974071,1,aas-,"['aas', 'lplT']",['aas-'],2,50.315966551352155
1719,omrA,2974123,2974210,1,,['omrA'],,1,19.527287932438718
1720,omrB,2974325,2974406,1,,['omrB'],,1,84.88624180554554
1721,galR,2974590,2975651,0,galR - ,['galR'],['galR-'],1,8.186741173778058
1722,lysA,2975658,2976920,1,,['lysA'],,1,4.7967469828049305
1723,lysR,2977016,2977977,0,lysR - ,['lysR'],['lysR-'],1,2.634235323533859
1724,ygeA,2977964,2978656,1,,['ygeA'],,1,10.825774415044467
1725,araE,2978785,2980203,1,,['araE'],,1,25.765221626343532
1726,kduD,2980518,2981279,1,,['kduD'],,1,9.170529173226798
1727,kduI,2981309,2982145,1,,['kduI'],,1,2.7448794575874684
1728,yqeF,2982432,2983634,1,yqeF-,['yqeF'],['yqeF-'],1,79.61946291542073
1729,yqeG,2983868,2985097,0,,['yqeG'],,1,4.743189639754411
1730,yqeH,2985557,2986189,0,,['yqeH'],,1,0.09267611036523428
1731,yqeIJ,2986523,2987807,0,,"['yqeI', 'yqeJ']",,2,0.1417566195312485
1732,yqeK,2987956,2988381,1,,['yqeK'],,1,0.035565208586445636
1733,ygeF,2988575,2989021,0,,['ygeF'],,1,0.022256350340618576
1734,ygeG,2989289,2989780,0,,['ygeG'],,1,0.0
1735,ygeH,2990115,2991491,0,,['ygeH'],,1,0.020351629081912116
1736,ygeI,2991659,2991877,0,,['ygeI'],,1,0.02580614446530403
1737,pbl,2992062,2992436,0,,['pbl'],,1,0.018682795497195315
1738,ygeLK,2992481,2993113,1,,"['ygeL', 'ygeK']",['ygeL-ygeK'],2,0.14169448789625433
1739,insCD-4C-4D-4-ygeONM,2993335,2995666,1,,"['insC-4', 'insCD-4', 'insD-4', 'ygeO', 'ygeN', 'ygeM']",['ygeN-ygeM'],6,1.5920012226936726
1740,ygeP,2995710,2996009,1,,['ygeP'],,1,0.08248757378149624
1741,ygeQ,2996055,2996849,1,,['ygeQ'],,1,0.6294084567016288
1742,glyU,2997005,2997090,1,glyU-,['glyU'],['glyU-'],1,169.30936649671318
1743,ygeR,2997157,2997939,1,ygeR-,['ygeR'],['ygeR-'],1,23.2097806318898
1744,xdhABC,2998366,3001989,0,,"['xdhA', 'xdhB', 'xdhC']",['xdhA-xdhB'],3,1.812512126901951
1745,ygeV,3002029,3003807,1,,['ygeV'],,1,2.500034646605379
1746,ygeW,3004283,3005473,0,,['ygeW'],,1,0.10945357311644023
1747,ygeX,3005531,3006727,0,,['ygeX'],,1,0.2345494647736864
1748,ygeY,3006785,3007996,0,,['ygeY'],,1,0.38479313745770477
1749,hyuA,3008049,3009434,0,,['hyuA'],,1,0.19592671901279501
1750,yqeA,3009482,3010414,0,,['yqeA'],,1,0.4126034311036544
1751,yqeB,3010635,3012260,1,,['yqeB'],,1,5.934769419015266
1752,yqeC,3012308,3013078,1,,['yqeC'],,1,1.8808450675469572
1753,mocA,3013181,3013759,0,,['mocA'],,1,0.36341102640269823
1754,ygfK-ssnA,3014081,3018510,0,,"['ygfK', 'ssnA']",['ygfK-ssnA'],2,0.19255298767792214
1755,ygfM-xdhD,3018561,3022207,0,,"['ygfM', 'xdhD']",,2,1.086914019092041
1756,xanQ-guaD-ghxQ,3022372,3026509,0,,"['xanQ', 'guaD', 'ghxQ']","['xanQ-guaD', 'guaD-ghxQ']",3,1.9714457839174329
1757,ygfTS,3026545,3028952,1,,"['ygfT', 'ygfS']",,2,2.8612405266580128
1758,uacT,3029388,3030836,0,,['uacT'],,1,0.18086467483568486
1759,idi,3031086,3031634,0,,['idi'],,1,0.8674398127932763
1760,xerD-dsbC-recJ-prfB-lysS,3031678,3037799,1,xerD-,"['xerD', 'dsbC', 'recJ', 'prfB', 'lysS']","['xerD-', 'xerD-dsbC', 'dsbC-recJ', 'recJ-prfB', 'prfB-lysS']",5,57.13587544597198
1761,fldB,3037843,3038397,0,fldB - ,['fldB'],['fldB-'],1,9.897337149743931
1762,sdhE-cptA,3038437,3039091,1,,"['sdhE', 'cptA']",,2,33.200792253117164
1763,ygfZ,3039300,3040314,0,ygfZ - ,['ygfZ'],['ygfZ-'],1,21.212013450181395
1764,yqfA,3040510,3041205,1,yqfA-,['yqfA'],['yqfA-'],1,40.71162303948714
1765,yqfB,3041333,3041644,1,,['yqfB'],,1,4.029848188508891
1766,bglA,3041660,3043122,0,bglA - ,['bglA'],['bglA-'],1,7.290632110255488
1767,ygfF,3043179,3043922,1,,['ygfF'],,1,44.99333313872565
1768,gcvTHP,3044189,3048688,1,,"['gcvT', 'gcvH', 'gcvP']","['gcvT-gcvH', 'gcvH-gcvP']",3,352.05020877433543
1769,ygfB-pepP-ubiHI,3049136,3053495,1,ygfB-,"['ygfB', 'pepP', 'ubiH', 'ubiI']","['ygfB-', 'ygfB-pepP', 'ubiH-ubiI']",4,82.013343592293
1770,zapA,3053508,3053962,0,zapA - ,['zapA'],['zapA-'],1,15.109556879272946
1771,ssrS-fau,3053920,3054810,0,ssrS - ,"['ssrS', 'fau']","['ssrS-', 'ssrS-fau']",2,33514.192095481354
1772,sibC,3054872,3055012,0,,['sibC'],,1,641.6314608901137
1773,serA,3055199,3056476,1,serA-,['serA'],['serA-'],1,32.26365075646746
1774,rpiA,3056687,3057374,1,rpiA-,['rpiA'],['rpiA-'],1,79.5925320293964
1775,yqfE,3057402,3057632,1,,['yqfE'],,1,6.414048342437151
1776,argP,3057740,3058667,0,argP - ,['argP'],['argP-'],1,5.3040114167051025
1777,scpA-argK-scpBC,3058871,3064301,0,,"['scpA', 'argK', 'scpB', 'scpC']","['argK-scpB', 'scpB-scpC']",4,0.4607660349628216
1778,ygfI,3064298,3065194,1,,['ygfI'],,1,1.0380901545172536
1779,yggE,3065361,3066147,1,yggE-,['yggE'],['yggE-'],1,24.095449605113558
1780,argO,3066194,3066829,1,,['argO'],,1,11.054668917563326
1781,mscS,3066968,3067892,1,mscS-,['mscS'],['mscS-'],1,30.19858701681976
1782,epd-pgk-fbaA,3068186,3071844,1,epd-,"['epd', 'pgk', 'fbaA']","['epd-', 'epd-pgk', 'pgk-fbaA']",3,156.5221070222164
1783,cmtBA-yggPFDC,3071997,3077351,1,,"['cmtB', 'cmtA', 'yggP', 'yggF', 'yggD', 'yggC']","['cmtB-cmtA', 'cmtA-yggP', 'yggF-yggD']",6,4.578260752000791
1784,tktA,3077665,3079736,1,tktA-,['tktA'],['tktA-'],1,402.316843144994
1785,loiP,3079934,3080692,0,,['loiP'],,1,10.203907833211263
1786,speAB,3080898,3083932,1,,"['speA', 'speB']",['speA-speB'],2,170.26709857452514
1787,yqgB,3083941,3084072,1,,['yqgB'],,1,75.70186131123366
1788,yqgC,3084208,3084423,0,,['yqgC'],,1,0.6928203330209929
1789,yqgD,3084420,3084671,1,,['yqgD'],,1,11.137425717523985
1790,metK,3084704,3085881,0,metK - ,['metK'],['metK-'],1,25.037998969750387
1791,galP,3086276,3087699,0,galP - ,['galP'],['galP-'],1,7.925395353215955
1792,yggI,3087776,3088273,0,,['yggI'],,1,2.2646324300967775
1793,endA,3088368,3089075,0,,['endA'],,1,0.9464762252763462
1794,rsmE-gshB,3089090,3090849,0,rsmE - ,"['rsmE', 'gshB']","['rsmE-', 'rsmE-gshB']",2,18.735924696890464
1795,yqgEF,3090845,3091937,0,yqgE - ,"['yqgE', 'yqgF']",['yqgE-'],2,13.5921610525604
1796,yggR,3092121,3093101,1,,['yggR'],,1,3.0009147168888344
1797,yggSTU-rdgB-yggW,3093119,3096424,0,,"['yggS', 'yggT', 'yggU', 'rdgB', 'yggW']","['yggS-yggT', 'yggU-rdgB']",5,22.048905730382142
1798,yggM,3096579,3097586,1,,['yggM'],,1,0.33237522137174813
1799,ansB,3097703,3098772,1,ansB-,['ansB'],['ansB-'],1,7.393768877371133
1800,yggN,3098925,3099644,1,,['yggN'],,1,7.1737535041911125
1801,trmI-yggL,3099828,3100873,1,,"['trmI', 'yggL']",,2,64.63868808921451
1802,mutY-yggX-mltC-nupG,3101009,3104991,0,mutY - ,"['mutY', 'yggX', 'mltC', 'nupG']","['mutY-', 'mutY-yggX', 'yggX-mltC', 'mltC-nupG']",4,8.744057226483905
1803,speC,3105041,3107176,1,,['speC'],,1,22.20979342679039
1804,yqgA,3107545,3108281,0,yqgA - ,['yqgA'],['yqgA-'],1,2.076211205168303
1805,pheV,3108387,3108462,0,,['pheV'],,1,58.15265924758584
1806,yghED,3108611,3110009,1,,"['yghE', 'yghD']",['yghE-yghD'],2,2.866771389600623
1807,yghF,3110075,3110941,1,,['yghF'],,1,1.5516587743743362
1808,yghG,3111088,3111498,1,,['yghG'],,1,1.0088231502250622
1809,pppA,3111564,3112373,1,,['pppA'],,1,33.57649520654124
1810,yghJ,3112571,3117133,1,,['yghJ'],,1,10.953651195537145
1811,glcDEFGBA,3117618,3126042,1,,"['glcD', 'glcE', 'glcF', 'glcG', 'glcB', 'glcA']","['glcE-glcF', 'glcF-glcG', 'glcG-glcB', 'glcB-glcA']",6,4.163787698163227
1812,C0719,3119379,3119600,0,,['C0719'],,1,0.6869293614678232
1813,glcC,3126293,3127057,0,,['glcC'],,1,4.159242083841297
1814,yghO,3127064,3128236,1,,['yghO'],,1,1.0138406949249303
1815,insH-9,3128162,3129215,0,insH-9 - ,['insH-9'],['insH-9-'],1,14.797474195469523
1816,yghQ,3129362,3130429,1,,['yghQ'],,1,1.9148428185667907
1817,yghSR,3130475,3131978,1,,"['yghS', 'yghR']",['yghS-yghR'],2,0.5844735301403294
1818,yghT,3132152,3132844,0,,['yghT'],,1,0.02379158301049764
1819,pitB,3132893,3134392,1,,['pitB'],,1,2.1407713842133296
1820,gss,3134684,3136543,1,,['gss'],,1,14.546431123385899
1821,yghU,3136721,3137614,0,yghU - ,['yghU'],['yghU-'],1,9.058439078539466
1822,hybOABCDEFG,3137737,3144426,1,hybO-,"['hybO', 'hybA', 'hybB', 'hybC', 'hybD', 'hybE', 'hybF', 'hybG']","['hybO-', 'hybO-hybA', 'hybF-hybG']",8,42.66192092895115
1823,yghW,3144471,3144758,1,,['yghW'],,1,0.5618413826443749
1824,yghX_2X_1,3144877,3145640,1,,"['yghX_2', 'yghX_1']",,2,0.6007429243452062
1825,yghZ,3145883,3146958,0,yghZ - ,['yghZ'],['yghZ-'],1,10.080071380046945
1826,yqhA,3146998,3147517,1,yqhA-,['yqhA'],['yqhA-'],1,46.825424467656646
1827,yghA,3147683,3148567,0,,['yghA'],,1,0.725356896365685
1828,exbBD,3148839,3150005,1,,"['exbB', 'exbD']",['exbB-exbD'],2,146.8979877627962
1829,metC,3150257,3151444,0,,['metC'],,1,1.6935608140513159
1830,yghB,3151550,3152243,0,yghB - ,['yghB'],['yghB-'],1,35.952536332073954
1831,yqhC,3152283,3153239,1,,['yqhC'],,1,4.08654132076739
1832,yqhD-dkgA,3153324,3155471,0,yqhD - ,"['yqhD', 'dkgA']","['yqhD-', 'yqhD-dkgA']",2,7.026118400186502
1833,yqhG,3155671,3156597,0,,['yqhG'],,1,0.18894412921920828
1834,yqhH,3156648,3156905,0,,['yqhH'],,1,0.10536227693185733
1835,ygiQ,3156948,3159167,1,,['ygiQ'],,1,23.63416856801693
1836,ftsP,3159278,3160690,1,,['ftsP'],,1,80.05815943725437
1837,plsC,3160765,3161502,1,,['plsC'],,1,15.66045817550013
1838,parC,3161736,3164042,1,parC-,['parC'],['parC-'],1,77.49712044431833
1839,ygiS,3164132,3165767,1,ygiS-,['ygiS'],['ygiS-'],1,8.50141441704874
1840,mqsRA,3165872,3166565,1,,"['mqsR', 'mqsA']",['mqsR-mqsA'],2,1.932925014512824
1841,ygiV,3166770,3167252,1,,['ygiV'],,1,5.220274570433492
1842,ygiW,3167305,3167697,1,,['ygiW'],,1,7.255925169026959
1843,qseBC,3167849,3169854,0,,"['qseB', 'qseC']",,2,1.5977701802200108
1844,ygiZ,3169900,3170232,1,,['ygiZ'],,1,0.3348640612420366
1845,mdaB,3170525,3171132,0,mdaB - ,['mdaB'],['mdaB-'],1,4.732616362665357
1846,ygiN,3171141,3171477,0,ygiN - ,['ygiN'],['ygiN-'],1,10.992496730482586
1847,nudF-yqiB-cpdA-yqiA-parE,3171525,3175931,1,,"['nudF', 'yqiB', 'cpdA', 'yqiA', 'parE']","['yqiB-cpdA', 'yqiA-parE']",5,97.3081089776287
1848,tolC-ygiABC,3176022,3179602,0,tolC - ,"['tolC', 'ygiA', 'ygiB', 'ygiC']","['tolC-', 'ygiB-ygiC']",4,27.102979085522517
1849,ygiD,3179640,3180461,1,ygiD-,['ygiD'],['ygiD-'],1,5.822912477815499
1850,zupT,3180443,3181344,0,zupT - ,['zupT'],['zupT-'],1,14.533019357657532
1851,sroG-ribB,3181834,3182739,1,,"['sroG', 'ribB']",['sroG-ribB'],2,761.4862837817928
1852,yqiC,3182834,3183151,0,yqiC - ,['yqiC'],['yqiC-'],1,5.384375787198766
1853,ygiL,3183435,3183986,0,,['ygiL'],,1,0.07454503094668964
1854,insC-5CD-5D-5-yqiGHI,3184163,3189717,0,,"['insC-5', 'insCD-5', 'insD-5', 'yqiG', 'yqiH', 'yqiI']","['yqiG-yqiH', 'yqiH-yqiI']",6,0.4212457490591744
1855,glgS,3189760,3190010,1,glgS-,['glgS'],['glgS-'],1,15.05943153244134
1856,yqiJK,3190229,3192546,0,,"['yqiJ', 'yqiK']",['yqiJ-yqiK'],2,0.2197122542077413
1857,sibD,3192742,3192886,1,,['sibD'],,1,6202.213389618968
1858,sibE,3193118,3193261,1,,['sibE'],,1,3116.5292395537176
1859,rfaE,3193341,3194802,1,rfaE-,['rfaE'],['rfaE-'],1,119.26523162863222
1860,ygiF-glnE,3194822,3199057,1,ygiF-,"['ygiF', 'glnE']","['ygiF-', 'ygiF-glnE']",2,47.07595450546852
1861,ygiM-cca,3199228,3201150,0,,"['ygiM', 'cca']",['ygiM-cca'],2,32.30593438856283
1862,bacA,3201331,3202152,1,,['bacA'],,1,84.06986558483952
1863,folB,3202242,3202610,1,,['folB'],,1,18.82528753691264
1864,ygiH,3202676,3203332,0,ygiH - ,['ygiH'],['ygiH-'],1,16.26284740463623
1865,ttdR,3203345,3204300,1,ttdR-,['ttdR'],['ttdR-'],1,2.2550782701634224
1866,ttdABT,3204484,3207508,0,,"['ttdA', 'ttdB', 'ttdT']",['ttdB-ttdT'],3,0.42894772041949025
1867,tsaD,3207551,3208564,1,,['tsaD'],,1,151.48846411344306
1868,rpsU-dnaG-rpoD,3208667,3212909,0,rpsU - ,"['rpsU', 'dnaG', 'rpoD']","['rpsU-', 'rpsU-dnaG', 'dnaG-rpoD']",3,37.76671189064464
1869,mug,3212988,3213494,1,,['mug'],,1,29.787367574533363
1870,ileX,3213619,3213694,0,,['ileX'],,1,16.84401509826083
1871,yqjH,3213748,3214512,1,,['yqjH'],,1,27.515002702192735
1872,yqjI,3214774,3215423,0,yqjI - ,['yqjI'],['yqjI-'],1,1.530336521937572
1873,aer,3215577,3217139,1,aer-,['aer'],['aer-'],1,4.365582707359457
1874,patA,3217515,3218894,0,,['patA'],,1,1.685276152521461
1875,ygjH,3218936,3219268,1,,['ygjH'],,1,1.7610695104812184
1876,ebgR,3219487,3220470,0,,['ebgR'],,1,1.477773049324649
1877,ebgAC,3220654,3224192,0,,"['ebgA', 'ebgC']",,2,0.5608270075288343
1878,ygjI,3224255,3225688,0,,['ygjI'],,1,0.4349221901569893
1879,ygjJK,3225822,3229260,0,,"['ygjJ', 'ygjK']",['ygjJ-ygjK'],2,0.45314878726659036
1880,fadH,3229686,3231704,0,,['fadH'],,1,2.383814588915913
1881,higBA,3231749,3232501,1,higB-,"['higB', 'higA']",['higB-'],2,1.7136007074698993
1882,rlmG,3232760,3233896,1,,['rlmG'],,1,17.28823350513248
1883,ygjP,3233981,3234484,0,,['ygjP'],,1,2.87127506393652
1884,ygjQ,3234561,3235253,0,,['ygjQ'],,1,0.36455714590306443
1885,ygjR,3235314,3236318,0,,['ygjR'],,1,13.016006185355723
1886,alx,3236496,3237566,0,alx - ,['alx'],['alx-'],1,147.3180291162248
1887,sstT,3237884,3239209,0,sstT - ,['sstT'],['sstT-'],1,15.908766695185285
1888,ygjV,3239214,3239765,1,,['ygjV'],,1,5.713563645357632
1889,uxaCA,3239848,3242808,1,uxaC-,"['uxaC', 'uxaA']","['uxaC-', 'uxaC-uxaA']",2,9.716897356224527
1890,exuT,3243125,3244543,0,,['exuT'],,1,9.064249866133979
1891,exuR,3244645,3245449,0,exuR - ,['exuR'],['exuR-'],1,3.4097842415502306
1892,yqjA-mzrA,3245570,3246843,0,yqjA - ,"['yqjA', 'mzrA']","['yqjA-', 'yqjA-mzrA']",2,53.010195860408416
1893,yqjCDEK,3246990,3248397,0,,"['yqjC', 'yqjD', 'yqjE', 'yqjK']","['yqjC-yqjD', 'yqjD-yqjE']",4,48.10819840527794
1894,yqjF,3248583,3248975,0,,['yqjF'],,1,0.876855376452335
1895,yqjG,3249045,3250031,0,,['yqjG'],,1,2.0086371268337198
1896,yhaH,3250284,3250690,0,yhaH - ,['yhaH'],['yhaH-'],1,8.059193362294444
1897,yhaI,3250932,3251288,0,,['yhaI'],,1,0.05128610528641851
1898,yhaJ,3251339,3252263,1,yhaJ-,['yhaJ'],['yhaJ-'],1,13.809102318538592
1899,yhaKL,3252340,3253228,0,,"['yhaK', 'yhaL']",['yhaK-yhaL'],2,1.0982184316025696
1900,yhaOM,3253362,3255968,1,,"['yhaO', 'yhaM']",['yhaO-yhaM'],2,29.02812516355088
1901,tdcABCDEFG,3256306,3265086,1,,"['tdcA', 'tdcB', 'tdcC', 'tdcD', 'tdcE', 'tdcF', 'tdcG']","['tdcA-tdcB', 'tdcB-tdcC', 'tdcC-tdcD', 'tdcD-tdcE', 'tdcE-tdcF', 'tdcF-tdcG']",7,8.177003547139398
1902,tdcR,3265401,3265619,0,,['tdcR'],,1,0.11090243902444709
1903,yhaBC,3265875,3267623,0,,"['yhaB', 'yhaC']",['yhaB-yhaC'],2,0.04323534292447001
1904,garPLRK-rnpB,3268237,3272928,1,,"['garP', 'garL', 'garR', 'garK', 'rnpB']","['garP-garL', 'garL-garR', 'garR-garK', 'garK-rnpB']",5,21512.620672217763
1905,garD,3273303,3274874,0,,['garD'],,1,2.634844632142622
1906,prlF-yhaV,3275023,3275822,0,,"['prlF', 'yhaV']",,2,1.429233855535442
1907,agaR,3275877,3276726,1,agaR-,['agaR'],['agaR-'],1,62.87870300092976
1908,kbaZ-agaVWA,3276935,3279646,0,,"['kbaZ', 'agaV', 'agaW', 'agaA']","['kbaZ-agaV', 'agaV-agaW', 'agaW-agaA']",4,2.3453556172599144
1909,agaS-kbaY-agaBCDI,3279997,3285046,0,,"['agaS', 'kbaY', 'agaB', 'agaC', 'agaD', 'agaI']","['agaS-kbaY', 'kbaY-agaB', 'agaB-agaC']",6,0.23998143305234004
1910,yraH,3285447,3286031,0,,['yraH'],,1,0.21229723601300154
1911,yraIJK,3286111,3290453,0,,"['yraI', 'yraJ', 'yraK']","['yraI-yraJ', 'yraJ-yraK']",3,0.36987031011946886
1912,rsmI,3290496,3291356,1,,['rsmI'],,1,13.111787860320069
1913,lpoA,3291390,3293457,0,lpoA - ,['lpoA'],['lpoA-'],1,8.927336227985856
1914,yraN,3293415,3293810,0,,['yraN'],,1,14.757993079489058
1915,diaA,3293830,3294420,0,,['diaA'],,1,19.409559403253727
1916,yraP,3294430,3295005,0,,['yraP'],,1,12.708436452721102
1917,yraQ,3295119,3296159,1,,['yraQ'],,1,60.96657888055995
1918,yraR,3296232,3296933,1,yraR-,['yraR'],['yraR-'],1,10.959207255867796
1919,yhbO,3296995,3297513,0,,['yhbO'],,1,0.18889782152511064
1920,yhbP,3297493,3297957,1,yhbP-,['yhbP'],['yhbP-'],1,1.5376682944021383
1921,yhbQ,3297987,3298289,0,,['yhbQ'],,1,3.7381005842160593
1922,yhbTS,3298276,3299338,1,yhbT-,"['yhbT', 'yhbS']",['yhbT-'],2,92.15303271192286
1923,yhbUV,3299460,3301388,0,yhbU - ,"['yhbU', 'yhbV']","['yhbU-', 'yhbU-yhbV']",2,3.3458571967138897
1924,yhbW,3301433,3302476,0,yhbW - ,['yhbW'],['yhbW-'],1,11.709406287071193
1925,mtr,3302594,3303881,1,mtr-,['mtr'],['mtr-'],1,16.906841958049935
1926,yrbN-deaD,3303992,3306076,1,yrbN-,"['yrbN', 'deaD']",['yrbN-'],2,43.79309012532599
1927,nlpI,3306061,3306945,1,,['nlpI'],,1,239.71910405842755
1928,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3307054,3316396,1,metY-,"['metY', 'rimP', 'nusA', 'infB', 'rbfA', 'truB', 'rpsO', 'pnp']","['metY-', 'metY-rimP', 'rimP-nusA', 'nusA-infB', 'infB-rbfA', 'truB-rpsO', 'rpsO-pnp']",8,125.49018939530792
1929,psrO,3309246,3309419,0,,['psrO'],,1,1.0213798400406346
1930,argG,3316658,3318001,0,,['argG'],,1,5.285813234976577
1931,yhbX,3318009,3319634,1,,['yhbX'],,1,0.5708097864885677
1932,secG-leuU,3320093,3320526,1,,"['secG', 'leuU']",['secG-leuU'],2,745.8460791220926
1933,folP-glmM,3320754,3322932,1,,"['folP', 'glmM']",,2,90.42852567738923
1934,rlmE-ftsH,3323022,3325685,1,,"['rlmE', 'ftsH']",['rlmE-ftsH'],2,164.4944629424732
1935,yhbY,3325811,3326104,0,,['yhbY'],,1,7.612285961255194
1936,greA,3326260,3326873,1,greA-,['greA'],['greA-'],1,19.587933669249686
1937,dacB,3326957,3328417,0,dacB - ,['dacB'],['dacB-'],1,5.608611013752485
1938,yhbE-obgE,3328603,3330756,1,,"['yhbE', 'obgE']",['yhbE-obgE'],2,60.7631106571248
1939,rplU-rpmA,3330883,3331538,1,rplU-,"['rplU', 'rpmA']","['rplU-', 'rplU-rpmA']",2,529.1658949650042
1940,ispB,3331658,3332702,0,ispB - ,['ispB'],['ispB-'],1,25.604279576393093
1941,sfsB,3332930,3333208,0,,['sfsB'],,1,0.5434081916119712
1942,ibaG-murA,3333256,3334824,1,,"['ibaG', 'murA']",['ibaG-murA'],2,107.93837161732625
1943,mlaFEDCB,3334984,3338086,1,,"['mlaF', 'mlaE', 'mlaD', 'mlaC', 'mlaB']","['mlaF-mlaE', 'mlaE-mlaD', 'mlaD-mlaC']",5,109.56862938440554
